decimalLatitude;decimalLongitude
47.054728;6.622276
43.1973;6.528473
44.916795;-0.223384
43.143042;6.382822
42.447242;3.161808
47.635609;-2.976034
43.812041;3.889197
45.321063;8.413376
45.472095;9.231977
44.844313;-0.558417
42.524569;3.08748
40.362416;-3.260942
37.031018;-8.025559
37.262724;-5.54502
41.898544;2.810511
37.088248;-8.425711
43.103333;6.020278
39.439486;-0.369787
45.26487;8.85279
37.202283;-8.699312
48.860749;2.375463
43.046673;2.134159
44.785432;-0.684413
45.153424;7.446395
46.63677;-0.254733
41.387884;-8.105789
45.880079;1.400001
44.615954;8.032224
43.151203;6.340421
49.446035;5.600987
45.839444;1.294444
48.932638;-1.385267
45.24038;5.44592
41.288341;1.639647
41.453851;2.182705
45.084908;7.440093
41.795599;3.026379
44.921926;5.636665
46.670898;-1.426385
40.095842;-1.259355
42.966494;9.34991
31.630739;-7.989777
46.77575;-1.424677
44.846111;-0.504167
49.607572;3.512099
48.571457;-4.601989
49.016081;2.241131
43.66415;4.167994
31.933891;5.33618
40.603923;-3.696303
49.198868;-0.341515
38.057409;-1.212654
48.503266;-4.420733
34.103455;2.103116
49.812363;0.66353
40.525891;0.288717
41.646078;-0.884088
40.369633;-8.034636
42.706032;9.44771
39.397768;-3.20992
37.654604;-1.688015
36.727199;3.007968
46.177778;5.574167
44.864159;8.743566
38.995155;1.288832
46.63726;-1.597386
44.394499;4.376253
41.553359;2.415596
45.789444;4.796111
46.573627;0.362754
44.378325;-0.754611
35.439558;6.413113
45.774901;4.846206
43.612164;3.886214
43.797242;-0.933162
44.815917;-0.565913
35.731206;-0.744645
43.408642;6.100554
38.060036;-1.212072
44.407422;8.98935
39.466667;-6.356734
45.688413;8.873212
44.292912;4.768307
46.369385;2.571538
47.294739;1.340937
45.603056;9.018056
36.740819;3.171126
44.249753;5.06526
47.909265;6.970073
40.60394;-3.696293
46.479927;0.333185
38.898045;-9.038526
45.054611;9.692969
38.267448;-3.620107
43.157016;6.481818
49.374904;2.47468
43.467663;6.174778
46.024418;-0.126347
38.898045;-9.038526
43.014052;0.371565
34.528615;-2.793485
39.737217;3.281231
41.372259;2.113508
31.629233;-8.043634
47.964332;0.198757
44.713287;-1.040763
42.303889;9.148611
38.803026;0.081637
39.583005;-0.453463
48.30902;6.12809
45.943128;-0.982407
43.253974;1.957743
44.823489;-0.56269
46.953641;2.139811
46.16952;-1.023278
48.422489;7.639253
41.251797;1.779881
48.821611;2.204617
45.767635;4.831607
44.701526;-1.038521
49.345871;6.355988
39.68472;2.893617
48.91174;2.590461
43.572079;1.321776
39.20322;-6.144397
43.619722;1.411389
39.074444;-8.168333
43.575013;1.424019
41.570883;2.49886
45.943132;-0.982404
40.191797;-0.186729
45.054611;9.692969
43.783292;7.49131
48.889254;2.348666
43.538129;5.470072
40.343609;-3.815219
43.236851;-8.331479
44.544531;4.884965
37.655104;-1.006821
36.420294;7.80802
40.153333;-5.241111
48.776359;1.195516
40.195509;-8.405149
43.375455;-8.19048
44.337928;4.048061
42.214295;-2.129516
41.126602;1.248601
43.931165;4.845216
38.275833;-5.276667
41.907327;0.187518
39.397775;-3.209908
43.590084;7.128131
41.499444;1.852778
47.239912;-1.578445
43.367811;6.219164
48.579168;7.732086
36.444778;4.682511
44.825091;-0.576963
45.061113;7.628467
43.274583;5.362067
39.603056;-9.070556
44.292436;4.768123
45.689939;9.831829
44.044079;-0.53615
45.948333;-1.314444
48.979068;2.342306
41.715556;2.928333
43.346489;3.246943
43.284444;-0.2575
45.672291;9.078769
37.899204;-4.883259
48.553308;6.249866
42.178188;-1.136103
35.277873;-2.944709
37.120188;-8.561063
42.558215;-1.845124
43.889074;-0.302881
37.654645;-1.688003
37.836872;-6.441796
41.550772;2.097016
38.910511;-6.219734
34.007329;-6.820871
48.886373;2.491949
48.893847;-1.563312
41.35704;-8.191128
37.083056;-8.231944
46.451989;-1.174475
45.792831;8.812169
36.479361;-4.977789
47.854305;-1.722601
43.282758;5.315259
42.44094;9.404902
43.463869;2.010681
47.824032;6.035256
39.642681;2.858982
41.920904;8.740278
44.38;9.055
36.656179;6.829238
40.402149;-3.995633
41.23313;1.802343
47.74342;-2.211794
43.2836;5.370481
36.522799;-5.864513
48.647778;2.310136
47.261969;-1.674576
41.255278;1.753056
45.61711;0.166511
45.880048;1.400315
45.454133;9.129809
34.528615;-2.793485
40.454762;-3.888893
41.35704;-8.191128
30.477266;-8.843536
39.878889;3.013611
43.281572;5.314066
47.529078;3.633364
43.773056;7.445
45.61999;9.424136
38.883772;-7.008352
38.267448;-3.620107
40.421064;-3.612129
40.039559;-6.084864
43.572059;1.321793
46.318819;4.936953
42.556667;3.013333
40.043257;-7.016135
41.715556;2.928333
47.361759;-0.205529
42.590319;-2.793067
48.542001;2.666804
44.426755;-0.218325
49.421242;1.184333
37.423015;-5.906048
39.876389;3.035278
42.549118;-2.666437
45.857778;4.684444
39.472085;-1.622796
42.349387;-7.785361
41.411814;2.152107
42.581944;3.041944
43.150915;6.338174
41.629131;2.678502
48.979754;2.036783
42.579722;3.013056
48.275758;7.068847
45.689941;9.831813
38.855833;0.049722
39.577415;3.088991
41.505046;-5.749462
42.682898;9.30213
39.104275;-8.805036
41.015868;-6.818709
45.578889;9.541389
45.751379;4.782132
39.255718;-8.583026
44.787551;-0.696295
43.544602;5.339697
38.349444;-0.4775
41.91495;0.214937
39.740278;2.982778
45.630368;9.441318
35.687737;-0.590862
42.714919;2.672806
43.603135;6.91077
44.236667;9.493056
43.783292;7.49131
47.744167;7.317778
43.533134;5.369416
41.888202;3.189881
41.704517;2.855789
37.433185;-8.769623
38.886612;-6.431879
41.034398;-6.804663
45.688816;-0.173276
45.495403;9.150725
42.020384;2.704134
37.19071;-4.429984
45.092706;7.696167
41.461691;2.2207
43.367222;-0.3775
43.374358;-2.891645
40.299098;-4.638551
45.660298;-0.916525
42.060741;8.743345
41.704475;2.855639
48.817705;2.331834
39.899564;4.076708
39.878989;3.013607
43.464167;6.724722
45.154105;1.544847
44.187956;0.668566
46.535939;0.253414
47.881111;0.596944
43.599856;1.323937
45.612147;9.20216
45.52303;9.165837
45.743591;4.837015
43.24126;6.659118
41.917854;8.810266
41.505074;-5.74934
41.73241;2.26889
39.104462;-8.804523
41.890977;2.647479
45.919722;1.523611
40.284068;-3.785379
45.768114;4.883212
41.689048;2.817914
38.852704;0.015453
47.261057;5.929991
44.225388;8.417826
40.087719;-6.354683
38.703889;-7.332222
41.583514;9.307247
43.560396;7.007279
45.154074;1.544827
39.458582;2.885641
42.488777;-6.768735
34.639011;-4.27973
41.008299;0.93655
36.740581;-5.163817
42.521111;3.110556
45.613919;9.24791
43.188373;2.997726
45.613701;4.775017
48.864219;2.444902
43.613675;3.778867
38.653591;-0.451137
42.118226;-5.467773
37.213717;-7.047695
43.455894;6.781527
43.773579;3.714784
40.8975;0.801667
47.480517;-0.531763
37.26552;-7.204561
39.607557;-0.564801
37.272606;-7.005421
36.674261;2.96366
37.214054;-7.047677
39.906389;-0.014167
37.105576;-8.032062
37.063102;-7.82314
44.053903;4.800027
42.682732;9.302187
46.136204;3.422652
43.61366;3.778883
45.579291;9.471669
37.277294;-7.206273
36.795878;4.362454
39.504059;-0.48682
43.603557;7.092066
37.105576;-8.032062
39.870316;3.016785
41.528792;-3.208159
36.674653;2.965126
43.655076;6.876512
41.528792;-3.208159
42.965477;9.349135
41.16182;1.455246
44.130645;4.831279
43.444344;6.743252
41.583947;9.306769
38.456798;-1.29108
42.295948;-8.537256
43.293816;-3.00772
44.440772;4.624252
43.354301;3.183818
38.010483;-8.68586
43.715839;7.058086
41.852478;-1.254058
41.528792;-3.208159
44.869086;-0.513099
37.201716;-7.279646
37.185516;-3.603101
43.349536;5.447291
42.070253;8.788626
48.95111;2.54636
41.130409;1.315352
43.177222;2.998889
43.550535;1.377931
45.119285;-0.734706
41.589825;9.279625
43.184123;3.005245
39.032345;-0.511459
47.586601;1.336018
43.995;4.450833
45.74;9.288611
37.121292;-8.535754
46.26258;5.371112
42.273485;3.191718
37.269873;-8.312576
42.267439;8.693142
38.611774;-0.04602
48.115249;0.361148
47.408772;-0.825282
43.688638;7.299629
38.234798;-1.411313
39.65424;3.112956
44.073168;9.906437
40.753437;-3.779421
46.399444;-1.298056
42.267015;8.693317
45.515957;9.463806
44.348535;9.230302
42.484265;8.782325
39.926556;3.83532
37.330993;-5.845295
42.424262;-1.879446
45.812648;8.769303
31.71513;-6.997106
44.073235;9.906418
37.563817;-4.213606
45.664528;5.909813
41.9175;8.723056
38.46191;-9.103229
41.314392;2.113448
42.261229;3.187024
43.450559;6.722295
38.457409;-9.097088
42.716274;-8.648356
37.093808;-8.73175
40.414902;-3.550728
45.810384;9.093218
42.475834;3.112222
43.05087;9.82922
39.64281;2.75418
37.642145;-4.87463
45.004524;4.918299
40.380871;-3.768962
43.78432;-0.00919
42.771127;2.780878
43.63923;3.89888
41.540905;1.644564
40.452305;-3.721492
43.31018;6.64048
39.996869;-3.687851
43.636536;-1.039579
43.61393;6.81799
42.050689;-8.64917
45.454016;9.218994
40.250942;0.271274
43.61388;6.81791
41.564181;2.214249
41.499382;-5.756843
42.61294;3.03871
37.925687;-5.758053
48.574008;-3.807251
43.61407;6.81789
39.29004;-0.41329
40.232161;-6.216537
36.653025;3.200071
49.073899;1.253229
38.098481;-1.831817
42.050859;-8.648892
44.909199;1.657254
48.935753;2.574054
42.519438;-6.69458
37.925687;-5.758053
48.322166;6.146633
37.882871;-4.769711
47.639466;6.078245
39.283445;-7.445877
44.012036;8.17188
44.104616;2.258629
41.609292;2.531495
41.690547;2.814535
40.771297;-4.074719
43.562;5.402398
43.408642;6.100554
42.216114;2.504214
43.936527;8.077534
45.627938;9.073071
48.959072;3.210878
37.478684;-5.929869
36.67162;2.961638
42.523113;3.088441
48.976952;7.522613
33.643013;-7.430052
40.250942;0.271274
41.66873;2.782547
44.998759;8.504657
43.562;5.402398
43.574841;6.24017
37.184837;-3.589262
42.514749;3.135242
42.59327;2.970305
48.901392;2.255182
39.364812;-0.472092
46.455175;-1.170339
46.24313;6.03609
40.086414;-5.993287
39.29004;-0.41329
40.865492;-3.492853
41.536542;1.871383
43.51503;6.935212
45.778665;4.918392
40.714748;-3.435782
45.016114;7.721517
42.682972;9.302277
44.836526;8.850401
42.17626;2.894825
39.317973;2.993755
41.635;-0.896111
47.051985;4.90909
36.73964;4.310127
43.269464;2.176589
40.812492;0.692008
43.316555;-1.944713
40.714418;0.567673
43.7113;7.25663
43.668056;3.359722
43.603546;7.091927
37.496285;-4.02712
42.549045;9.443626
48.745414;2.752573
43.713088;4.005217
